age,job,balance,housing,loan,contact,campaign,pdays,poutcome,month_num,was_contacted_previously,age_group,proba_deposit(%),predicted_label
53,technician,284.0,no,no,cellular,1.0,0,unknown,6,0,45-55,87.5,yes
36,blue-collar,1193.0,no,no,cellular,1.0,0,unknown,10,0,35-45,43.0,no
57,services,491.0,yes,no,cellular,3.0,0,unknown,4,0,55-65,40.75,no
27,technician,439.0,yes,no,cellular,2.0,0,unknown,4,0,25-35,49.5,no
39,entrepreneur,283.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,1.0,no
41,self-employed,305.0,yes,no,cellular,2.0,0,unknown,5,0,35-45,48.5,no
56,admin.,0.0,yes,no,cellular,2.0,227,failure,4,1,55-65,20.0,no
52,services,1000.0,no,no,cellular,2.0,0,unknown,8,0,45-55,70.0,yes
43,management,3518.0,no,no,cellular,2.0,0,unknown,6,0,35-45,77.0,yes
47,management,0.0,no,no,cellular,2.0,0,unknown,8,0,45-55,64.5,yes
47,technician,19.0,yes,no,unknown,2.0,0,unknown,5,0,45-55,9.5,no
42,unemployed,1289.0,no,no,cellular,4.0,415,failure,7,1,35-45,77.0,yes
51,technician,2323.0,yes,yes,cellular,6.0,0,unknown,8,0,45-55,9.0,no
29,blue-collar,975.0,yes,no,unknown,2.0,0,unknown,5,0,25-35,29.5,no
37,technician,141.0,yes,no,cellular,1.0,364,failure,5,1,35-45,10.0,no
43,management,481.0,yes,no,cellular,1.0,20,other,6,1,35-45,49.0,no
57,services,0.0,no,no,cellular,1.0,0,unknown,8,0,55-65,35.0,no
33,admin.,51.0,yes,yes,cellular,1.0,284,success,10,1,25-35,71.5,yes
43,admin.,664.0,yes,no,cellular,1.0,0,unknown,4,0,35-45,41.0,no
59,self-employed,2013.0,no,no,cellular,4.0,94,success,2,1,55-65,87.5,yes
38,admin.,1988.0,no,no,cellular,1.0,67,success,6,1,35-45,81.0,yes
23,student,82.0,no,no,cellular,4.0,0,unknown,5,0,<25,73.5,yes
45,blue-collar,1558.0,yes,no,cellular,1.0,0,unknown,5,0,35-45,88.5,yes
56,technician,589.0,yes,no,unknown,2.0,0,unknown,5,0,55-65,11.0,no
46,blue-collar,4020.5,yes,no,cellular,3.0,0,unknown,5,0,45-55,66.0,yes
29,student,163.0,no,no,cellular,1.0,0,unknown,8,0,25-35,67.5,yes
45,services,1515.0,no,no,unknown,4.0,0,unknown,6,0,35-45,17.0,no
77,retired,0.0,no,no,cellular,1.0,60,success,10,1,65+,95.5,yes
59,entrepreneur,1728.0,no,no,cellular,2.0,0,unknown,7,0,55-65,44.5,no
54,admin.,1693.0,no,no,cellular,1.0,87,other,4,1,45-55,87.5,yes
57,admin.,4020.5,yes,no,cellular,1.0,323,failure,5,1,55-65,31.5,no
65,retired,276.0,no,no,cellular,1.0,0,unknown,4,0,55-65,87.0,yes
60,unemployed,0.0,no,no,cellular,1.0,412,other,7,1,55-65,76.5,yes
55,services,2476.0,yes,no,unknown,1.0,0,unknown,5,0,45-55,8.5,no
51,technician,2682.0,no,no,unknown,1.0,0,unknown,6,0,45-55,8.0,no
48,technician,-154.0,no,no,unknown,3.0,0,unknown,6,0,45-55,18.0,no
34,services,1182.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,16.0,no
36,blue-collar,1830.0,no,no,cellular,1.0,91,failure,10,1,35-45,46.0,no
20,student,829.0,no,no,cellular,3.0,202,success,1,1,<25,79.0,yes
32,blue-collar,180.0,yes,no,cellular,1.0,0,unknown,5,0,25-35,60.0,yes
35,technician,198.0,no,no,cellular,6.0,0,unknown,8,0,25-35,29.5,no
43,blue-collar,245.0,yes,no,cellular,1.0,0,unknown,4,0,35-45,32.5,no
41,services,0.0,yes,yes,cellular,2.0,122,failure,6,1,35-45,32.0,no
58,management,4020.5,no,no,cellular,1.0,0,unknown,2,0,55-65,76.33,yes
52,self-employed,385.0,no,yes,cellular,4.0,0,unknown,8,0,45-55,21.0,no
30,management,4020.5,no,no,cellular,2.0,0,unknown,11,0,25-35,47.5,no
43,blue-collar,3.0,yes,no,unknown,3.0,0,unknown,5,0,35-45,6.0,no
30,management,46.0,no,no,cellular,3.0,0,unknown,8,0,25-35,11.0,no
59,management,782.0,no,yes,cellular,2.0,0,unknown,8,0,55-65,39.5,no
60,blue-collar,0.0,no,yes,unknown,1.0,0,unknown,6,0,55-65,29.5,no
45,management,2813.0,yes,no,cellular,1.0,0,unknown,5,0,35-45,18.0,no
48,blue-collar,0.0,no,no,unknown,2.0,0,unknown,6,0,45-55,42.5,no
43,management,2081.0,no,no,cellular,3.0,0,unknown,10,0,35-45,82.0,yes
25,blue-collar,17.0,yes,no,unknown,2.0,0,unknown,5,0,<25,42.0,no
31,technician,318.0,no,no,cellular,1.0,0,unknown,12,0,25-35,59.5,yes
42,blue-collar,784.0,no,no,cellular,3.0,0,unknown,4,0,35-45,49.5,no
33,technician,303.0,yes,no,cellular,1.0,301,success,2,1,25-35,49.0,no
54,unemployed,309.0,no,no,cellular,1.0,0,unknown,4,0,45-55,82.5,yes
27,admin.,73.0,no,no,cellular,1.0,0,unknown,2,0,25-35,28.0,no
43,blue-collar,1202.0,no,no,unknown,1.0,0,unknown,5,0,35-45,30.0,no
31,self-employed,1815.0,no,no,telephone,1.0,0,unknown,2,0,25-35,43.5,no
42,technician,757.0,no,no,cellular,1.0,0,unknown,2,0,35-45,69.0,yes
36,management,203.0,no,no,cellular,1.0,0,unknown,10,0,35-45,48.5,no
23,student,381.0,no,no,cellular,1.0,189,other,2,1,<25,80.5,yes
42,blue-collar,625.0,no,no,unknown,3.0,0,unknown,6,0,35-45,55.5,yes
43,management,1429.0,yes,no,cellular,1.0,198,other,11,1,35-45,62.0,yes
47,retired,3033.0,no,no,cellular,1.0,0,unknown,9,0,45-55,59.0,yes
33,services,1697.0,no,no,cellular,1.0,0,unknown,11,0,25-35,79.0,yes
50,management,-151.0,yes,no,cellular,2.0,0,unknown,11,0,45-55,15.0,no
36,blue-collar,218.0,yes,no,cellular,6.0,0,unknown,5,0,35-45,45.0,no
41,blue-collar,0.0,yes,yes,unknown,1.0,0,unknown,5,0,35-45,3.0,no
59,services,739.0,no,no,cellular,1.0,0,unknown,1,0,55-65,54.5,yes
77,retired,699.0,no,no,cellular,2.0,0,unknown,8,0,65+,82.5,yes
40,blue-collar,4020.5,no,no,unknown,1.0,0,unknown,11,0,35-45,56.0,yes
74,retired,166.0,no,no,cellular,1.0,0,unknown,8,0,65+,81.5,yes
29,management,697.0,no,no,cellular,1.0,85,success,4,1,25-35,96.0,yes
36,management,332.0,yes,no,cellular,6.0,0,unknown,5,0,35-45,52.5,yes
42,technician,994.0,yes,no,cellular,5.0,0,unknown,5,0,35-45,35.0,no
44,blue-collar,712.0,yes,yes,cellular,3.0,0,unknown,4,0,35-45,24.5,no
38,self-employed,1612.0,yes,no,cellular,1.0,0,unknown,5,0,35-45,58.0,yes
25,management,-242.0,yes,yes,cellular,4.0,332,other,5,1,<25,51.0,yes
54,technician,198.0,yes,yes,cellular,1.0,171,failure,11,1,45-55,27.0,no
22,student,549.0,no,no,cellular,1.0,0,unknown,9,0,<25,96.0,yes
33,entrepreneur,114.0,no,yes,cellular,3.0,0,unknown,7,0,25-35,55.5,yes
33,blue-collar,-253.0,yes,no,cellular,3.0,0,unknown,5,0,25-35,34.0,no
33,technician,1636.0,yes,no,cellular,1.0,66,success,5,1,25-35,61.0,yes
34,blue-collar,182.0,no,no,cellular,2.0,0,unknown,8,0,25-35,30.5,no
30,blue-collar,4020.5,yes,no,cellular,1.0,0,unknown,11,0,25-35,44.5,no
31,management,1032.0,no,no,cellular,1.0,0,unknown,7,0,25-35,56.5,yes
27,blue-collar,535.0,no,no,cellular,1.0,87,success,5,1,25-35,94.5,yes
26,admin.,-930.0,yes,no,cellular,1.0,0,unknown,5,0,25-35,58.5,yes
58,housemaid,435.0,yes,no,telephone,6.0,0,unknown,7,0,55-65,36.5,no
25,management,493.0,yes,no,unknown,1.0,0,unknown,6,0,<25,24.0,no
35,management,0.0,yes,no,telephone,1.0,0,unknown,10,0,25-35,33.0,no
65,unemployed,3195.0,no,no,telephone,1.0,0,unknown,3,0,55-65,82.0,yes
38,blue-collar,0.0,yes,no,unknown,1.0,0,unknown,6,0,35-45,9.0,no
47,housemaid,-1531.0,yes,no,cellular,6.0,0,unknown,7,0,45-55,39.0,no
32,student,1102.0,no,no,telephone,1.0,0,unknown,10,0,25-35,58.0,yes
43,technician,-754.0,yes,yes,cellular,3.0,0,unknown,7,0,35-45,10.0,no
55,technician,169.0,no,yes,cellular,2.0,0,unknown,8,0,45-55,23.5,no
65,retired,828.0,no,no,cellular,1.0,0,unknown,7,0,55-65,33.5,no
28,admin.,-7.0,no,yes,unknown,2.0,0,unknown,6,0,25-35,48.5,no
36,blue-collar,1822.0,yes,no,cellular,1.0,323,other,4,1,35-45,24.0,no
30,technician,4020.5,no,yes,cellular,6.0,0,unknown,8,0,25-35,19.5,no
36,admin.,3954.0,yes,no,unknown,1.0,0,unknown,5,0,35-45,18.0,no
25,student,2354.0,no,no,cellular,6.0,0,unknown,2,0,<25,74.5,yes
32,unemployed,1026.0,yes,no,cellular,1.0,0,unknown,5,0,25-35,43.0,no
36,blue-collar,1177.0,no,no,cellular,1.0,311,success,4,1,35-45,84.0,yes
52,blue-collar,0.0,yes,no,cellular,1.0,0,unknown,7,0,45-55,39.71,no
27,management,802.0,no,no,cellular,1.0,0,unknown,9,0,25-35,81.5,yes
52,management,31.0,no,no,cellular,1.0,0,unknown,3,0,45-55,60.0,yes
46,management,-27.0,yes,no,cellular,1.0,0,unknown,5,0,45-55,15.5,no
46,technician,4020.5,no,no,cellular,1.0,276,other,7,1,45-55,92.5,yes
51,blue-collar,1432.0,no,no,cellular,1.0,0,unknown,7,0,45-55,67.0,yes
59,unemployed,957.0,no,no,cellular,1.0,89,success,3,1,55-65,98.5,yes
31,self-employed,762.0,no,no,cellular,3.0,0,unknown,8,0,25-35,43.5,no
48,management,4020.5,yes,no,cellular,2.0,96,other,5,1,45-55,63.0,yes
41,self-employed,0.0,no,no,cellular,1.0,0,unknown,11,0,35-45,58.0,yes
41,technician,862.0,no,no,cellular,2.0,0,unknown,11,0,35-45,53.0,yes
34,management,161.0,yes,no,cellular,1.0,0,unknown,7,0,25-35,19.0,no
44,management,126.0,yes,no,unknown,1.0,0,unknown,5,0,35-45,10.0,no
47,management,159.0,no,no,telephone,3.0,155,other,10,1,45-55,62.0,yes
37,technician,189.0,no,no,cellular,2.0,0,unknown,6,0,35-45,83.5,yes
36,management,2646.0,no,no,cellular,1.0,182,success,10,1,35-45,96.5,yes
31,technician,-302.0,no,no,cellular,2.0,0,unknown,8,0,25-35,8.71,no
39,admin.,0.0,no,no,cellular,1.0,436,failure,1,1,35-45,54.0,yes
29,management,983.0,yes,no,cellular,2.0,0,unknown,7,0,25-35,86.0,yes
39,housemaid,70.0,no,no,cellular,2.0,128,success,6,1,35-45,84.0,yes
37,housemaid,187.0,no,no,unknown,1.0,0,unknown,6,0,35-45,10.0,no
23,student,556.0,yes,no,cellular,2.0,0,unknown,5,0,<25,85.0,yes
